"Article","Domain","FileTitle","License","Artist","DescriptionUrl","SourceUrl","RemoteSha1","ManifestSha1","CachePath","Bytes","VerifiedUtc","Decision"
"Pregnancy","Medicine","File:Church of the Visitation IMG 0637.JPG","CC BY-SA 3.0","Deror avi","https://commons.wikimedia.org/wiki/File:Church_of_the_Visitation_IMG_0637.JPG","https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Church_of_the_Visitation_IMG_0637.JPG/1920px-Church_of_the_Visitation_IMG_0637.JPG?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","dd0c5dbcd3ddc25251ec722f56c468c39432a813","dd0c5dbcd3ddc25251ec722f56c468c39432a813","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/3/5/f/c/Church_of_the_Visitation_IMG_0637.JPG","1630445","2026-08-10T18:51:39.4379406Z","INCLUDE"
"Human brain","Medicine","File:Circle of Willis en.svg","Public domain","Rhcastilhos","https://commons.wikimedia.org/wiki/File:Circle_of_Willis_en.svg","https://upload.wikimedia.org/wikipedia/commons/2/2e/Circle_of_Willis_en.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","d7171727e031befeaddae4e599c50fbaa9c3305d","d7171727e031befeaddae4e599c50fbaa9c3305d","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/2/e/9/f/Circle_of_Willis_en.svg","101303","2026-08-10T18:51:37.7617900Z","INCLUDE"
"Circulatory system","Medicine","File:Circulatory System en.svg","Public domain","LadyofHats , Mariana Ruiz Villarreal","https://commons.wikimedia.org/wiki/File:Circulatory_System_en.svg","https://upload.wikimedia.org/wikipedia/commons/2/29/Circulatory_System_en.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","bd7f4cead48a16bf96b42fd361f5baa9cb2efea8","bd7f4cead48a16bf96b42fd361f5baa9cb2efea8","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/2/9/8/6/Circulatory_System_en.svg","751359","2026-08-10T18:51:36.9167048Z","INCLUDE"
"Eye","Medicine","File:Closed human eye, superior view.jpg","CC BY-SA 4.0","Rapidreflex","https://commons.wikimedia.org/wiki/File:Closed_human_eye,_superior_view.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Closed_human_eye%2C_superior_view.jpg/1920px-Closed_human_eye%2C_superior_view.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","a076e2344d2ed42e2bf3a0280015aad85531ceaf","a076e2344d2ed42e2bf3a0280015aad85531ceaf","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/9/d/b/5/Closed_human_eye,_superior_view.jpg","503384","2026-08-10T18:51:36.9207303Z","INCLUDE"
"Pump","Engineering","File:Close-up of a Regenerative Turbine Pump Impeller inside of a T51 Series pump from MTH Pumps.jpg","CC BY 4.0","MTHPumps","https://commons.wikimedia.org/wiki/File:Close-up_of_a_Regenerative_Turbine_Pump_Impeller_inside_of_a_T51_Series_pump_from_MTH_Pumps.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Close-up_of_a_Regenerative_Turbine_Pump_Impeller_inside_of_a_T51_Series_pump_from_MTH_Pumps.jpg/1920px-Close-up_of_a_Regenerative_Turbine_Pump_Impeller_inside_of_a_T51_Series_pump_from_MTH_Pumps.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","6dd62ca14e006af425f301562ac00f9fa3d5ab84","6dd62ca14e006af425f301562ac00f9fa3d5ab84","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/a/c/0/0/Close-up_of_a_Regenerative_Turbine_Pump_Impeller_inside_of_a_T51_Series_pump_from_MTH_Pumps.jpg","609016","2026-08-10T18:52:00.0084658Z","INCLUDE"
"Solar cell","Electrical","File:CO2 mitigation and price.jpg","CC BY-SA 4.0","Scientisit69","https://commons.wikimedia.org/wiki/File:CO2_mitigation_and_price.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/CO2_mitigation_and_price.jpg/1920px-CO2_mitigation_and_price.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","b23ea728b294991b8d3e8deba558f807f6400acd","b23ea728b294991b8d3e8deba558f807f6400acd","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/1/b/f/e/CO2_mitigation_and_price.jpg","528304","2026-08-10T18:52:00.4743981Z","INCLUDE"
"Snakebite","Medicine","File:Cobra bite in Thailand (image, 2023).jpg","CC BY 4.0","Chainwit.","https://commons.wikimedia.org/wiki/File:Cobra_bite_in_Thailand_(image,_2023).jpg","https://commons.wikimedia.org/wiki/Special:Redirect/file/Cobra%20bite%20in%20Thailand%20(image%2C%202023).jpg?width=2400","8289395811072a860cc749e3281e5a9cac632eaa","8289395811072a860cc749e3281e5a9cac632eaa","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/6/f/9/f/Cobra_bite_in_Thailand_(image,_2023).jpg","923532","2026-08-10T18:52:02.1291766Z","INCLUDE"
"Heart","Medicine","File:ConductionsystemoftheheartwithouttheHeart-en.svg","CC BY-SA 3.0","Madhero88 (original files); Angelito7 (this SVG version);","https://commons.wikimedia.org/wiki/File:ConductionsystemoftheheartwithouttheHeart-en.svg","https://upload.wikimedia.org/wikipedia/commons/a/ae/ConductionsystemoftheheartwithouttheHeart-en.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","da19c615d69e24f7cadd282622999a8bd0b143be","da19c615d69e24f7cadd282622999a8bd0b143be","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/a/e/9/0/ConductionsystemoftheheartwithouttheHeart-en.svg","53187","2026-08-10T18:51:37.2943265Z","INCLUDE"
"Carpentry","Construction","File:Cooper1.jpg","CC BY-SA 2.0","","https://commons.wikimedia.org/wiki/File:Cooper1.jpg","https://upload.wikimedia.org/wikipedia/commons/4/4d/Cooper1.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","d8e2ab449cc1a2413985d7e9e3a1046766b782bc","d8e2ab449cc1a2413985d7e9e3a1046766b782bc","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/4/d/a/9/Cooper1.jpg","173458","2026-08-10T18:52:00.4764038Z","EXCLUDE_MISSING_CREDIT"
"Respiratory system","Medicine","File:Costillas.png","Public domain","Cristobal carrasco","https://commons.wikimedia.org/wiki/File:Costillas.png","https://upload.wikimedia.org/wikipedia/commons/2/27/Costillas.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","1b0923e560535bbfefdc913b88d0d2d9cd92a9aa","1b0923e560535bbfefdc913b88d0d2d9cd92a9aa","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/2/7/b/2/Costillas.png","32156","2026-08-10T18:51:39.4390790Z","INCLUDE"
"Radiography","Medicine","File:Coude fp.PNG","CC BY-SA 2.5","MB","https://commons.wikimedia.org/wiki/File:Coude_fp.PNG","https://commons.wikimedia.org/wiki/Special:Redirect/file/Coude%20fp.PNG","3441f229796809d43671fed9009373b80b3ee23a","3441f229796809d43671fed9009373b80b3ee23a","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/9/3/f/a/Coude_fp.PNG","233891","2026-08-10T18:52:01.7506589Z","INCLUDE"
"Cardiopulmonary resuscitation","Medicine","File:CPR Training (49386549467).jpg","CC BY-SA 2.0","Naval Surface Warriors","https://commons.wikimedia.org/wiki/File:CPR_Training_(49386549467).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/CPR_Training_%2849386549467%29.jpg/1920px-CPR_Training_%2849386549467%29.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","ff2e0fee438a8018e2f1cc5632f120239db35518","ff2e0fee438a8018e2f1cc5632f120239db35518","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/f/3/f/0/CPR_Training_(49386549467).jpg","422858","2026-08-10T18:51:36.4060684Z","INCLUDE"
"Cardiopulmonary resuscitation","Medicine","File:CPR training-03.jpg","CC BY-SA 2.0 fr","Rama","https://commons.wikimedia.org/wiki/File:CPR_training-03.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/CPR_training-03.jpg/1920px-CPR_training-03.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","efab430eb76b47d8f2e7bc3b485c45f3fdca3299","efab430eb76b47d8f2e7bc3b485c45f3fdca3299","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/d/e/9/0/CPR_training-03.jpg","340824","2026-08-10T18:51:36.4067218Z","EXCLUDE_LICENSE_REVIEW"
"Cardiopulmonary resuscitation","Medicine","File:CPR training-04.jpg","CC BY-SA 2.0 fr","Rama","https://commons.wikimedia.org/wiki/File:CPR_training-04.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/CPR_training-04.jpg/1920px-CPR_training-04.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","bd9dd974401fdf2cf2559ac1489141614b274dff","bd9dd974401fdf2cf2559ac1489141614b274dff","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/5/8/c/2/CPR_training-04.jpg","551053","2026-08-10T18:51:36.9248601Z","EXCLUDE_LICENSE_REVIEW"
"Cardiopulmonary resuscitation","Medicine","File:CPR-Geo.png","CC BY-SA 4.0","Numbersinstitute","https://commons.wikimedia.org/wiki/File:CPR-Geo.png","https://upload.wikimedia.org/wikipedia/commons/e/e6/CPR-Geo.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","259182ed1d51f726ab4bc3450647eb8202ad1423","259182ed1d51f726ab4bc3450647eb8202ad1423","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/e/6/e/a/CPR-Geo.png","94365","2026-08-10T18:51:36.4072480Z","INCLUDE"
"Cardiopulmonary resuscitation","Medicine","File:CPR-groups.png","CC BY-SA 4.0","Numbersinstitute","https://commons.wikimedia.org/wiki/File:CPR-groups.png","https://upload.wikimedia.org/wikipedia/commons/b/bc/CPR-groups.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","0b5b3319357f6333bc448eb3beb0cea054210f38","0b5b3319357f6333bc448eb3beb0cea054210f38","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/b/c/8/3/CPR-groups.png","167950","2026-08-10T18:51:36.4082867Z","INCLUDE"
"Respiratory system","Medicine","File:Cross-current exchanger.jpg","CC BY-SA 4.0","Cruithne9","https://commons.wikimedia.org/wiki/File:Cross-current_exchanger.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Cross-current_exchanger.jpg/1920px-Cross-current_exchanger.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","a2d03ae042f889e713b8aa06b0546f6c42c66ade","a2d03ae042f889e713b8aa06b0546f6c42c66ade","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/2/d/5/2/Cross-current_exchanger.jpg","196895","2026-08-10T18:51:39.4390790Z","INCLUDE"
"Crankshaft","Engineering","File:Cshaft.gif","Public domain","NASA","https://commons.wikimedia.org/wiki/File:Cshaft.gif","https://upload.wikimedia.org/wikipedia/commons/a/ac/Cshaft.gif?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","59f3d814d735fb6237dd650ad5b610ffc93b324e","59f3d814d735fb6237dd650ad5b610ffc93b324e","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/a/c/6/e/Cshaft.gif","1622193","2026-08-10T18:51:39.8363021Z","INCLUDE"
"Medical imaging","Medicine","File:CT Brain Scan.jpg","CC BY 4.0","Goleisureintl","https://commons.wikimedia.org/wiki/File:CT_Brain_Scan.jpg","https://commons.wikimedia.org/wiki/Special:Redirect/file/CT%20Brain%20Scan.jpg","3e10488e9b9e4bcea48463693c3e7acfc4e6b028","3e10488e9b9e4bcea48463693c3e7acfc4e6b028","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/d/b/b/d/CT_Brain_Scan.jpg","334765","2026-08-10T18:52:01.7506589Z","INCLUDE"
"Liver","Medicine","File:CT scan showing liver and kidney.jpg","CC BY 3.0","Dr. I-Chen Tsai","https://commons.wikimedia.org/wiki/File:CT_scan_showing_liver_and_kidney.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e3/CT_scan_showing_liver_and_kidney.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","fca3d64fcb01ebbdea38e7d8be4a36f9fcb3c8a9","fca3d64fcb01ebbdea38e7d8be4a36f9fcb3c8a9","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/e/3/1/6/CT_scan_showing_liver_and_kidney.jpg","113927","2026-08-10T18:51:38.9676084Z","INCLUDE"
"Liver","Medicine","File:CTscanofmyLiver.jpg","CC BY-SA 3.0","RGshredfox","https://commons.wikimedia.org/wiki/File:CTscanofmyLiver.jpg","https://upload.wikimedia.org/wikipedia/commons/6/6a/CTscanofmyLiver.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","fc22ec519821c12c5d304793407ee3b15fdc00f3","fc22ec519821c12c5d304793407ee3b15fdc00f3","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/6/a/1/9/CTscanofmyLiver.jpg","27128","2026-08-10T18:51:38.9696852Z","INCLUDE"
"Human skull","Medicine","File:CuckooSkull.jpg","Public domain","R Bowdler Sharpe","https://commons.wikimedia.org/wiki/File:CuckooSkull.jpg","https://upload.wikimedia.org/wikipedia/commons/0/0b/CuckooSkull.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","aa5092f22c545b14de0024675c9f366beb5d37ae","aa5092f22c545b14de0024675c9f366beb5d37ae","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/0/b/9/5/CuckooSkull.jpg","73184","2026-08-10T18:51:38.3942744Z","INCLUDE"
"Infection","Medicine","File:CulexNil.jpg","Public domain","","https://commons.wikimedia.org/wiki/File:CulexNil.jpg","https://upload.wikimedia.org/wikipedia/commons/d/d7/CulexNil.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","108b9e9558edee36f9e01f1c5869c9012b3475a3","108b9e9558edee36f9e01f1c5869c9012b3475a3","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/d/7/1/8/CulexNil.jpg","30468","2026-08-10T18:51:38.9593854Z","INCLUDE"
"Abscess","Medicine","File:Cutaneous abscess MRSA staphylococcus aureus 7826 lores.jpg","Public domain","CDC/Bruno Coignard, M.D.; Jeff Hageman, M.H.S.","https://commons.wikimedia.org/wiki/File:Cutaneous_abscess_MRSA_staphylococcus_aureus_7826_lores.jpg","https://commons.wikimedia.org/wiki/Special:Redirect/file/Cutaneous%20abscess%20MRSA%20staphylococcus%20aureus%207826%20lores.jpg?width=2400","a106665fb197c43343ecc4781115f21a56edd5fa","a106665fb197c43343ecc4781115f21a56edd5fa","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/3/b/2/0/Cutaneous_abscess_MRSA_staphylococcus_aureus_7826_lores.jpg","1856834","2026-08-10T18:52:00.8470107Z","INCLUDE"
"Solar cell","Electrical","File:Dawn solar panel.jpg","Public domain","NASA/George Shelton","https://commons.wikimedia.org/wiki/File:Dawn_solar_panel.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Dawn_solar_panel.jpg/1920px-Dawn_solar_panel.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","74410c8bbb2811b5cda421a2cfa7a82c4ad41175","74410c8bbb2811b5cda421a2cfa7a82c4ad41175","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/b/7/a/0/Dawn_solar_panel.jpg","593043","2026-08-10T18:52:00.4743981Z","INCLUDE"
"Electric generator","Electrical","File:Day 47 Occupy Wall Street November 2 2011 Shankbone 15.JPG","CC BY 3.0","David Shankbone","https://commons.wikimedia.org/wiki/File:Day_47_Occupy_Wall_Street_November_2_2011_Shankbone_15.JPG","https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Day_47_Occupy_Wall_Street_November_2_2011_Shankbone_15.JPG/1920px-Day_47_Occupy_Wall_Street_November_2_2011_Shankbone_15.JPG?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail","50cf8a08a278a6f5b4ba0873530cf55d0f6ff88f","50cf8a08a278a6f5b4ba0873530cf55d0f6ff88f","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/d/3/c/7/Day_47_Occupy_Wall_Street_November_2_2011_Shankbone_15.JPG","1116935","2026-08-10T18:52:00.0145550Z","INCLUDE"
"Pressure ulcer","Medicine","File:Decubitus ulcer stage 4.jpg","Public domain","Noles1984 ( talk ) 15:45, 7 May 2008 (UTC)","https://commons.wikimedia.org/wiki/File:Decubitus_ulcer_stage_4.jpg","https://commons.wikimedia.org/wiki/Special:Redirect/file/Decubitus%20ulcer%20stage%204.jpg","ffad485a5b50c9dda538929ebca04b57af1bad00","ffad485a5b50c9dda538929ebca04b57af1bad00","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/6/8/b/3/Decubitus_ulcer_stage_4.jpg","81199","2026-08-10T18:52:01.7506589Z","INCLUDE"
"Medical imaging","Medicine","File:Derivative of medical imaging.jpg","CC BY-SA 3.0","Mikael Häggström , from source images by ZooFari , Stillwaterising and Gray's Anatomy creators","https://commons.wikimedia.org/wiki/File:Derivative_of_medical_imaging.jpg","https://commons.wikimedia.org/wiki/Special:Redirect/file/Derivative%20of%20medical%20imaging.jpg","d7d1d24f42586001f597081d64f85eca281d1d16","d7d1d24f42586001f597081d64f85eca281d1d16","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/2/4/c/3/Derivative_of_medical_imaging.jpg","604767","2026-08-10T18:52:01.7506589Z","INCLUDE"
"Nervous system","Medicine","File:Development of the neural tube.png","Public domain","user:Looie496 created file, original artist unknown","https://commons.wikimedia.org/wiki/File:Development_of_the_neural_tube.png","https://upload.wikimedia.org/wikipedia/commons/4/4c/Development_of_the_neural_tube.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","35e1ba7a91fe61b02ddaf9e0cc42ec34c1bfcabd","35e1ba7a91fe61b02ddaf9e0cc42ec34c1bfcabd","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/4/c/1/f/Development_of_the_neural_tube.png","37190","2026-08-10T18:51:38.9717284Z","INCLUDE"
"Heart","Medicine","File:Diagram of the human heart (cropped).svg","CC BY-SA 3.0","Wapcaplet","https://commons.wikimedia.org/wiki/File:Diagram_of_the_human_heart_(cropped).svg","https://upload.wikimedia.org/wikipedia/commons/e/e5/Diagram_of_the_human_heart_%28cropped%29.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","1fc547f88edf6dba2f7a9937a0b8c20948f32abf","1fc547f88edf6dba2f7a9937a0b8c20948f32abf","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/e/5/7/9/Diagram_of_the_human_heart_(cropped).svg","99098","2026-08-10T18:51:37.2985045Z","INCLUDE"
"Spinal cord","Medicine","File:Diagram of the spinal cord CRUK 046.svg","CC BY-SA 4.0","Cancer Research UK","https://commons.wikimedia.org/wiki/File:Diagram_of_the_spinal_cord_CRUK_046.svg","https://upload.wikimedia.org/wikipedia/commons/4/48/Diagram_of_the_spinal_cord_CRUK_046.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","45164460f76025cda92cc85a6d2aef3a170f5dd1","45164460f76025cda92cc85a6d2aef3a170f5dd1","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/4/8/c/f/Diagram_of_the_spinal_cord_CRUK_046.svg","168215","2026-08-10T18:51:39.4410545Z","INCLUDE"
"Human digestive system","Medicine","File:Digestive system diagram en.svg","Public domain","Mariana Ruiz , Jmarchn","https://commons.wikimedia.org/wiki/File:Digestive_system_diagram_en.svg","https://upload.wikimedia.org/wikipedia/commons/c/c5/Digestive_system_diagram_en.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","49dfdb124b070e91b22d61907ce9cf1fb1fe9569","49dfdb124b070e91b22d61907ce9cf1fb1fe9569","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/c/5/7/1/Digestive_system_diagram_en.svg","415148","2026-08-10T18:51:37.7623085Z","INCLUDE"
"Anatomical terminology","Medicine","File:Directional Terms.jpg","CC BY 3.0","OpenStax College. Anatomy & Physiology, Connexions Web site. http://cnx.org/content/col11496/1.6/ , Jun 19, 2013.","https://commons.wikimedia.org/wiki/File:Directional_Terms.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e1/Directional_Terms.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","e356a7098a9911af5537206fe5da40e8d44c32d1","e356a7098a9911af5537206fe5da40e8d44c32d1","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/e/1/a/5/Directional_Terms.jpg","286636","2026-08-10T18:51:36.4027935Z","INCLUDE"
"Infection","Medicine","File:Dit del peu gros infectat.jpg","CC BY-SA 3.0","Marc CAT","https://commons.wikimedia.org/wiki/File:Dit_del_peu_gros_infectat.jpg","https://upload.wikimedia.org/wikipedia/commons/8/8f/Dit_del_peu_gros_infectat.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","a53e5df9b8c229f4b938175d985c221e46d3e855","a53e5df9b8c229f4b938175d985c221e46d3e855","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/8/f/8/3/Dit_del_peu_gros_infectat.jpg","19960","2026-08-10T18:51:38.9593854Z","INCLUDE"
"Water purification","Public health","File:Drinking water.jpg","CC BY-SA 3.0","Photo taken by de:Benutzer:Alex Anlicker using a Nikon Coolpix 950.","https://commons.wikimedia.org/wiki/File:Drinking_water.jpg","https://upload.wikimedia.org/wikipedia/commons/a/ae/Drinking_water.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original","8253beed87919abb6bf84db272985f2468c84dc1","8253beed87919abb6bf84db272985f2468c84dc1","WikiProject_v0.5/xowa_app_windows_64_v4.6.12.2009/file/commons.wikimedia.org/orig/a/e/b/5/Drinking_water.jpg","32243","2026-08-10T18:51:39.8342931Z","INCLUDE"
